Time [s], X-Pos [m], Y-Pos [m], phi [rad], dX-Pos [m/s], dY-Pos [m/s], dphi [rad/s], Path Vel [m/s]
11.8,2.31251,0,0,0.2,0,0,0.2
11.85,2.32251,0,0,0.2,0,0,0.2
11.9,2.33251,0,0,0.2,0,0,0.2
11.95,2.34251,0,0,0.2,0,0,0.2
12,2.35251,0,0,0.2,0,0,0.2
12.05,2.36251,0,0,0.2,0,0,0.2
12.1,2.37251,0,0,0.2,0,0,0.2
12.15,2.38251,0,0,0.2,0,0,0.2
12.2,2.39251,0,0,0.2,0,0,0.2
12.25,2.40251,0,0,0.2,0,0,0.2
12.3,2.41251,0,0,0.2,0,0,0.2
12.35,2.42251,0,0,0.2,0,0,0.2
12.4,2.43251,0,0,0.2,0,0,0.2
12.45,2.44251,0,0,0.2,0,0,0.2
12.5,2.45251,0,0,0.2,0,0,0.2
12.55,2.46251,0,0,0.2,0,0,0.2
12.6,2.47251,0,0,0.2,0,0,0.2
12.65,2.48251,0,0,0.2,0,0,0.2
12.7,2.49251,0,0,0.2,0,0,0.2
12.75,2.50251,0,0,0.2,0,0,0.2
12.8,2.51251,0,0,0.2,0,0,0.2
12.85,2.52251,0,0,0.2,0,0,0.2
12.9,2.53251,0,0,0.2,0,0,0.2
12.95,2.54251,0,0,0.2,0,0,0.2
13,2.55251,0,0,0.2,0,0,0.2
13.05,2.56251,0,0,0.2,0,0,0.2
13.1,2.57251,0,0,0.2,0,0,0.2
13.15,2.58251,0,0,0.2,0,0,0.2
13.2,2.59251,0,0,0.2,0,0,0.2
13.25,2.60251,0,0,0.2,0,0,0.2
13.3,2.61251,0,0,0.2,0,0,0.2
13.35,2.62251,0,0,0.2,0,0,0.2
13.4,2.63251,0,0,0.2,0,0,0.2
13.45,2.64251,0,0,0.2,0,0,0.2
13.5,2.65251,0,0,0.2,0,0,0.2
13.55,2.66251,0,0,0.2,0,0,0.2
13.6,2.67251,0,0,0.2,0,0,0.2
13.65,2.68251,0,0,0.2,0,0,0.2
13.7,2.69251,0,0,0.2,0,0,0.2
13.75,2.70251,0,0,0.2,0,0,0.2
13.8,2.71251,0,0,0.2,0,0,0.2
13.85,2.72251,0,0,0.2,0,0,0.2
13.9,2.73251,0,0,0.2,0,0,0.2
13.95,2.74251,0,0,0.2,0,0,0.2
14,2.75251,0,0,0.2,0,0,0.2
14.05,2.76251,0,0,0.2,0,0,0.2
14.1,2.77251,0,0,0.2,0,0,0.2
14.15,2.78251,0,0,0.2,0,0,0.2
14.2,2.79251,0,0,0.2,0,0,0.2
14.25,2.80251,0,0,0.2,0,0,0.2
14.3,2.81251,0,0,0.2,0,0,0.2
14.35,2.82251,0,0,0.2,0,0,0.2
14.4,2.83251,0,0,0.2,0,0,0.2
14.45,2.84251,0,0,0.2,0,0,0.2
14.5,2.85251,0,0,0.2,0,0,0.2
14.55,2.86251,0,0,0.2,0,0,0.2
14.6,2.87251,0,0,0.2,0,0,0.2
14.65,2.88251,0,0,0.2,0,0,0.2
14.7,2.89251,0,0,0.2,0,0,0.2
14.75,2.90251,0,0,0.2,0,0,0.2
14.8,2.91251,0,0,0.2,0,0,0.2
14.85,2.92251,0,0,0.2,0,0,0.2
14.9,2.93251,0,0,0.2,0,0,0.2
14.95,2.94251,0,0,0.2,0,0,0.2
15,2.95251,0,0,0.2,0,0,0.2
15.05,2.96251,0,0,0.2,0,0,0.2
15.1,2.97251,0,0,0.2,0,0,0.2
15.15,2.98251,0,0,0.2,0,0,0.2
15.2,2.99251,0,0,0.2,0,0,0.2
15.25,3.00251,0,0,0.2,0,0,0.2
15.3,3.01251,0,0,0.2,0,0,0.2
15.35,3.02251,0,0,0.2,0,0,0.2
15.4,3.03251,0,0,0.2,0,0,0.2
15.45,3.04251,0,0,0.2,0,0,0.2
15.5,3.05251,0,0,0.2,0,0,0.2
15.55,3.06251,0,0,0.2,0,0,0.2
15.6,3.07251,0,0,0.2,0,0,0.2
15.65,3.08251,0,0,0.2,0,0,0.2
15.7,3.09251,0,0,0.2,0,0,0.2
15.75,3.10251,0,0,0.2,0,0,0.2
15.8,3.11251,0,0,0.2,0,0,0.2
15.85,3.12251,0,0,0.2,0,0,0.2
15.9,3.13251,0,0,0.2,0,0,0.2
15.95,3.14251,0,0,0.2,0,0,0.2
16,3.15251,0,0,0.2,0,0,0.2
16.05,3.16251,0,0,0.2,0,0,0.2
16.1,3.17251,0,0,0.2,0,0,0.2
16.15,3.18251,0,0,0.2,0,0,0.2
16.2,3.19251,0,0,0.2,0,0,0.2
16.25,3.20251,0,0,0.2,0,0,0.2
16.3,3.21251,0,0,0.2,0,0,0.2
16.35,3.22251,0,0,0.2,0,0,0.2
16.4,3.23251,0,0,0.2,0,0,0.2
16.45,3.24251,0,0,0.2,0,0,0.2
16.5,3.25251,0,0,0.2,0,0,0.2
16.55,3.26251,0,0,0.2,0,0,0.2
16.6,3.27251,0,0,0.2,0,0,0.2
16.65,3.28251,0,0,0.2,0,0,0.2
16.7,3.29251,0,0,0.2,0,0,0.2
16.75,3.30251,0,0,0.2,0,0,0.2
16.8,3.31251,0,0,0.2,0,0,0.2
16.85,3.32251,0,0,0.2,0,0,0.2
16.9,3.33251,0,0,0.2,0,0,0.2
16.95,3.34251,0,0,0.2,0,0,0.2
17,3.35251,0,0,0.2,0,0,0.2
17.05,3.36251,0,0,0.2,0,0,0.2
17.1,3.37251,0,0,0.2,0,0,0.2
17.15,3.38251,0,0,0.2,0,0,0.2
17.2,3.39251,0,0,0.2,0,0,0.2
17.25,3.40251,0,0,0.2,0,0,0.2
17.3,3.41251,0,0,0.2,0,0,0.2
17.35,3.42251,0,0,0.2,0,0,0.2
17.4,3.43251,0,0,0.2,0,0,0.2
17.45,3.44251,0,0,0.2,0,0,0.2
17.5,3.45251,0,0,0.2,0,0,0.2
17.55,3.46251,0,0,0.2,0,0,0.2
17.6,3.47251,0,0,0.2,0,0,0.2
17.65,3.48251,0,0,0.2,0,0,0.2
17.7,3.49251,0,0,0.2,0,0,0.2
17.75,3.50251,0,0,0.2,0,0,0.2
17.8,3.51251,0,0,0.2,0,0,0.2
17.85,3.52251,0,0,0.2,0,0,0.2
17.9,3.53251,0,0,0.2,0,0,0.2
17.95,3.54251,0,0,0.2,0,0,0.2
18,3.55251,0,0,0.2,0,0,0.2
18.05,3.56251,0,0,0.2,0,0,0.2
18.1,3.57251,0,0,0.2,0,0,0.2
18.15,3.58251,0,0,0.2,0,0,0.2
18.2,3.59251,0,0,0.2,0,0,0.2
18.25,3.60251,0,0,0.2,0,0,0.2
18.3,3.61251,0,0,0.2,0,0,0.2
18.35,3.62251,0,0,0.2,0,0,0.2
18.4,3.63251,0,0,0.2,0,0,0.2
18.45,3.64251,0,0,0.2,0,0,0.2
18.5,3.65251,0,0,0.2,0,0,0.2
18.55,3.66251,0,0,0.2,0,0,0.2
18.6,3.67251,0,0,0.2,0,0,0.2
18.65,3.68251,0,0,0.2,0,0,0.2
18.7,3.69251,0,0,0.2,0,0,0.2
18.75,3.70251,0,0,0.2,0,0,0.2
18.8,3.71251,0,0,0.2,0,0,0.2
18.85,3.72251,0,0,0.2,0,0,0.2
18.9,3.73251,0,0,0.2,0,0,0.2
18.95,3.74251,0,0,0.2,0,0,0.2
19,3.75251,0,0,0.2,0,0,0.2
19.05,3.76251,0,0,0.2,0,0,0.2
19.1,3.77251,0,0,0.2,0,0,0.2
19.15,3.78251,0,0,0.2,0,0,0.2
19.2,3.79251,0,0,0.2,0,0,0.2
19.25,3.80251,0,0,0.2,0,0,0.2
19.3,3.81251,0,0,0.2,0,0,0.2
19.35,3.82251,0,0,0.2,0,0,0.2
19.4,3.83251,0,0,0.2,0,0,0.2
19.45,3.84251,0,0,0.2,0,0,0.2
19.5,3.85251,0,0,0.2,0,0,0.2
19.55,3.86251,0,0,0.2,0,0,0.2
19.6,3.87251,0,0,0.2,0,0,0.2
19.65,3.88251,0,0,0.2,0,0,0.2
19.7,3.89251,0,0,0.2,0,0,0.2
19.75,3.90251,0,0,0.2,0,0,0.2
19.8,3.91251,0,0,0.2,0,0,0.2
19.85,3.92251,0,0,0.2,0,0,0.2
19.9,3.93251,0,0,0.2,0,0,0.2
19.95,3.94251,0,0,0.2,0,0,0.2
20,3.95251,0,0,0.2,0,0,0.2
20.05,3.96251,0,0,0.2,0,0,0.2
20.1,3.97251,0,0,0.2,0,0,0.2
20.15,3.98251,0,0,0.2,0,0,0.2
20.2,3.99251,0,0,0.2,0,0,0.2
20.25,4.00251,0,0,0.2,0,0,0.2
20.3,4.01251,0,0,0.2,0,0,0.2
20.35,4.02251,0,0,0.2,0,0,0.2
20.4,4.03251,0,0,0.2,0,0,0.2
20.45,4.04251,0,0,0.2,0,0,0.2
20.5,4.05251,0,0,0.2,0,0,0.2
20.55,4.06251,0,0,0.2,0,0,0.2
20.6,4.07251,0,0,0.2,0,0,0.2
20.65,4.08251,0,0,0.2,0,0,0.2
20.7,4.09251,0,0,0.2,0,0,0.2
20.75,4.10251,0,0,0.2,0,0,0.2
20.8,4.11251,0,0,0.2,0,0,0.2
20.85,4.12251,0,0,0.2,0,0,0.2
20.9,4.13251,0,0,0.2,0,0,0.2
20.95,4.14251,0,0,0.2,0,0,0.2
21,4.15251,0,0,0.2,0,0,0.2
21.05,4.16251,0,0,0.2,0,0,0.2
21.1,4.17251,0,0,0.2,0,0,0.2
21.15,4.18251,0,0,0.2,0,0,0.2
21.2,4.19705,5.61468e-07,0.00016844,0.2,3.36881e-05,0.00673762,0.2
21.25,4.20705,4.49174e-06,0.000673762,0.2,0.000134752,0.0134752,0.2
21.3,4.21705,1.51596e-05,0.00151596,0.2,0.000303193,0.0202129,0.2
21.35,4.22705,3.59339e-05,0.00269505,0.199999,0.000539009,0.0269505,0.2
21.4,4.23705,7.01834e-05,0.00421101,0.199998,0.0008422,0.0336881,0.2
21.45,4.24705,0.000121277,0.00606386,0.199996,0.00121276,0.0404257,0.2
21.5,4.25705,0.000192583,0.00825358,0.199993,0.0016507,0.0471633,0.2
21.55,4.26705,0.000287469,0.0107802,0.199988,0.002156,0.0539009,0.2
21.6,4.27704,0.000409305,0.0136437,0.199981,0.00272865,0.0606386,0.2
21.65,4.28704,0.000561457,0.016844,0.199972,0.00336865,0.0673762,0.2
21.7,4.29704,0.000747292,0.0203813,0.199958,0.00407598,0.0741138,0.2
21.75,4.30704,0.000970176,0.0242554,0.199941,0.00485061,0.0808514,0.2
21.8,4.31704,0.00123347,0.0284664,0.199919,0.00569252,0.087589,0.2
21.85,4.32703,0.00154055,0.0330143,0.199891,0.00660167,0.0943266,0.2
21.9,4.33702,0.00189476,0.0378991,0.199856,0.00757801,0.101064,0.2
21.95,4.34702,0.00229947,0.0431208,0.199814,0.00862148,0.107802,0.2
22,4.35701,0.00275803,0.0486793,0.199763,0.00973201,0.114539,0.2
22.05,4.36699,0.00327379,0.0545747,0.199702,0.0109095,0.121277,0.2
22.1,4.37698,0.00385009,0.060807,0.19963,0.0121539,0.128015,0.2
22.15,4.38696,0.00449029,0.0673762,0.199546,0.013465,0.134752,0.2
22.2,4.39693,0.00519771,0.0742822,0.199448,0.0148428,0.14149,0.2
22.25,4.4069,0.00597567,0.0815252,0.199336,0.016287,0.148228,0.2
22.3,4.41686,0.00682751,0.089105,0.199207,0.0177974,0.154965,0.2
22.35,4.42682,0.00775652,0.0970217,0.199059,0.0193739,0.161703,0.2
22.4,4.43677,0.008766,0.105275,0.198893,0.0210162,0.16844,0.2
22.45,4.44671,0.00985923,0.113866,0.198705,0.022724,0.175178,0.2
22.5,4.45664,0.0110395,0.122793,0.198494,0.0244969,0.181916,0.2
22.55,4.46656,0.01231,0.132057,0.198259,0.0263348,0.188653,0.2
22.6,4.47647,0.013674,0.141658,0.197997,0.028237,0.195391,0.2
22.65,4.48636,0.0151348,0.151596,0.197706,0.0302033,0.202129,0.2
22.7,4.49624,0.0166954,0.161871,0.197385,0.0322331,0.208866,0.2
22.75,4.5061,0.0183591,0.172483,0.197032,0.0343258,0.215604,0.2
22.8,4.51594,0.020129,0.183432,0.196645,0.0364809,0.222341,0.2
22.85,4.52576,0.0220083,0.194717,0.19622,0.0386978,0.229079,0.2
22.9,4.53556,0.0239998,0.20634,0.195757,0.0409757,0.235817,0.2
22.95,4.54533,0.0261068,0.218299,0.195253,0.0433138,0.242554,0.2
23,4.55508,0.0283322,0.230595,0.194706,0.0457114,0.249292,0.2
23.05,4.5648,0.0306789,0.243228,0.194113,0.0481674,0.256029,0.2
23.1,4.57449,0.0331499,0.256198,0.193472,0.0506809,0.262767,0.2
23.15,4.58415,0.035748,0.269505,0.192781,0.0532508,0.269505,0.2
23.2,4.59377,0.0384759,0.283148,0.192036,0.055876,0.276242,0.2
23.25,4.60335,0.0413365,0.297129,0.191236,0.0585552,0.28298,0.2
23.3,4.61289,0.0443323,0.311446,0.190378,0.0612871,0.289718,0.2
23.35,4.62239,0.047466,0.326101,0.18946,0.0640703,0.296455,0.2
23.4,4.63184,0.0507402,0.341092,0.188478,0.0669033,0.303193,0.2
23.45,4.64124,0.0541572,0.35642,0.18743,0.0697843,0.30993,0.2
23.5,4.65058,0.0577194,0.372085,0.186314,0.0727117,0.316668,0.2
23.55,4.65987,0.0614291,0.388087,0.185127,0.0756836,0.323406,0.2
23.6,4.66909,0.0652884,0.404425,0.183866,0.0786981,0.330143,0.2
23.65,4.67825,0.0692996,0.421101,0.182528,0.0817531,0.336881,0.2
23.7,4.68734,0.0734644,0.438114,0.181111,0.0848464,0.343618,0.2
23.75,4.69636,0.0777848,0.455463,0.179611,0.0879756,0.350356,0.2
23.8,4.7053,0.0822625,0.473149,0.178028,0.0911384,0.357094,0.2
23.85,4.71416,0.0868991,0.491172,0.176356,0.094332,0.363831,0.2
23.9,4.72294,0.0916962,0.509532,0.174595,0.0975538,0.370569,0.2
23.95,4.73162,0.096655,0.528229,0.17274,0.100801,0.377307,0.2
24,4.74021,0.101777,0.547263,0.17079,0.10407,0.384044,0.2
24.05,4.7487,0.107062,0.566634,0.168743,0.107359,0.390782,0.2
24.1,4.75708,0.112513,0.586341,0.166594,0.110663,0.397519,0.2
24.15,4.76536,0.118129,0.606386,0.164343,0.11398,0.404257,0.2
24.2,4.77352,0.123911,0.626767,0.161986,0.117306,0.410995,0.2
24.25,4.78155,0.12986,0.647485,0.159521,0.120636,0.417732,0.2
24.3,4.78947,0.135975,0.66854,0.156945,0.123968,0.42447,0.2
24.35,4.79725,0.142256,0.689932,0.154258,0.127297,0.431208,0.2
24.4,4.80489,0.148704,0.711661,0.151456,0.130618,0.437945,0.2
24.45,4.81239,0.155318,0.733727,0.148537,0.133928,0.444683,0.2
24.5,4.81974,0.162097,0.756129,0.145499,0.137222,0.45142,0.2
24.55,4.82694,0.16904,0.778869,0.142342,0.140495,0.458158,0.2
24.6,4.83397,0.176146,0.801772,0.139087,0.143718,0.455253,0.2
24.65,4.84085,0.183411,0.824367,0.135804,0.146824,0.448516,0.2
24.7,4.84755,0.190828,0.846624,0.132503,0.14981,0.441778,0.2
24.75,4.8541,0.198392,0.868544,0.129188,0.152678,0.43504,0.2
24.8,4.86047,0.206096,0.890128,0.125863,0.15543,0.428303,0.2
24.85,4.86668,0.213935,0.911375,0.122532,0.158069,0.421565,0.2
24.9,4.87273,0.221903,0.932285,0.1192,0.160597,0.414828,0.2
24.95,4.8786,0.229995,0.952857,0.115871,0.163015,0.40809,0.2
25,4.88431,0.238205,0.973094,0.112549,0.165326,0.401352,0.2
25.05,4.88986,0.246527,0.992993,0.109237,0.167533,0.394615,0.2
